"item_id","item_title","item_comment","items_left","stock","price","release_date","created_date","modified_date","brand_name","brand_name_kana","user_id","user_nickname"
"10275881","GRUNGE RIB JUMPER BY BOUTIQUE","【商品説明 DISCRIPTION】

ブティックによってグレーグランジリブジャンパー、。 99％コットン、1％ナイロン。マシンwashable.Modelは'5 ""10とサイズ10を着用しています。


【トップショップとは】

トップショップは、1964年にロンドンに第一号店をオープン「ユニーク」ラインや「ケイトモス」ラインをメインとし、ファストファッションながらにセレブの愛用ブランドになっています。

欧州を始めとし、世界中でファストファッションの中でも高いクオリティーと絶大な人気を確立しています。


【SHIWA SHOP】

SHIWA SHOP は、ロンドンの現地からトップショップの正規品のみ買い付けし、絶対本物保障、最安を目指しています。

また、出品しているものだけでなく、現地で売っているモデル・ブランドは全て格安で販売させて頂く事が可能ですので、ご希望の商品、モデルがありましたら遠慮なくお問い合わせください。
","1","1","12200","2013-06-25 10:47:16.770","2013-06-25 10:47:16.770","2013-06-25 10:47:16.800","TOPSHOP","トップショップ","1606254","SHIWA SHOP"
"10090465","☆ASOS☆最新人気アイテム♪ASOS Jersey Snood With Stars Print","★ASOS★人気の最新アイテムです。小物から帽子など最新のグッズを集めました。お気に入りの一品を見つけて下さいね！

オシャレ度がアップして防寒効果もあるスヌードは今年も大人気のニット小物。
コットン１００％なので、オールシーズン使えます。

スタープリントで注目を浴びること間違いなし！！

☆.。:*。*・。。*:*:。.:*:・'.。:*。*・。。*:*:。☆


 ※※※【重要】※※※

 ●ご注文確定後のお取り寄せとなりますので、通常２〜３週間ほどお手元に届くまでにお時間がかかります。

●お取り引き中に在庫状況や発送の連絡をメールにて行いますので、お取り引きが完了するまで必ずメールの確認を行ってください。

●ご注文後のお客様の都合によるキャンセルは受付できません。在庫が完売の商品の場合はお取引はキャンセルとなりバイマより返金が行われますのでご安心下さい。

●コンビニ・銀行振込の場合は注文が確定するまでにお時間がかかり、タイミングによっては在庫状況が変わりますのでお早めのご入金をお待ちしております。

●海外商品は日本基準よりも低いため、多少の傷、汚れやほつれ、タグがついていない、箱がつぶれているなどの場合がありますが、基本的にクレームとしてお受けできません。

●モニター環境によってお色や質感が異なって見える場合がありますが、イメージ違いやサイズ違いによる返品や交換はお受けできません。

●国内発送ですので関税はかかりませんのでご安心下さい。","3","3","2400","2013-06-25 10:47:16.493","2013-06-05 01:35:43.660","2013-06-25 10:47:16.497","ASOS","エイソス","1382351","yannma2004"
"10275880","●人気●Modclothモドクロス＊Toile Time Favoriteワンピース＊","

★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★


　　お越しいただきありがとうございます♪


★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★

まだバイヤーとして日が浅いですが、誠心誠意対応いたします！

★ご注文前に必ずお問い合わせ欄より在庫確認をお願いします★

１、日本で検品後発送！
２、正規店でのみ購入！（万が一品質に問題がある場合は全額返金いたします）
３、厳重な梱包・配送！
４、迅速対応！
５、価格は関税・送料込！


商品名：Toile Time Favorite Dress


最近では人気のファッションブロガーや
アシュリー・ベンソン、テイラー・スウィフト、ブレイク・ライブリー、マイリー・サイラスなど海外セレブの着用度が多くなってきました。


【modcloth】
アメリカで話題のインディー系セレクトショップ。
注目されているブランドよりも新鋭ブランドを中心に
バイヤーのセンスが光るファッションアイテムやデザイン雑貨がセレクトされています。レトロやヴィンテージのテイストが得意。

【在庫につきまして】
原則複数買い付け場所を押さえてございますが、タイミングによっては品切れとなってしまう場合がございます。
お手数ではございますが事前のお問い合わせをお願いします。在庫確認をいただかずにご注文いただき在庫切れだった場合
お客様都合でのキャンセルとなってしまいますのであらかじめご了承ください。


【発送に関しまして】
原則１０日〜２０日前後をご予定ください。
※タイミングによってお取り寄せ商品となってしまう場合、海外からの配送で思ったより時間がかかってしまう場合等イレギュラーが発生した場合は逐一ご連絡いたします。

発送方法Ａはお安く済みますが、海外から日本に発送するにあたり保険−保障などは付いておりませんので商品代金の1.05%お支払いのあんしんプラスをお勧めします。

【注意事項】
・輸入品と言う性質上、専用化粧箱等へ細かなスレ・傷・汚れ等がある場合がございますので予めご了承ください。
","1","1","13000","2013-06-25 10:47:11.680","2013-06-25 10:47:11.680","2013-06-25 10:47:11.713","modcloth","モドクロス ","1546810","yurapo_midarezaki"
"10275879","関税送料込☆ALDO☆THERSA☆ウェッジサンダル","自信を持って、ご紹介したい愛用のカナダブランド☆

お部屋のインテリアとして思わず飾りたくなる様な可愛らしいデザインです♪

ファッションブロガー、ルミニーリーも愛用のブランドです。

THERSA



【ALDO】
カナダ・モントリオール発のシューズ＆アクセサリーブランド、ALDO(アルド)。

1972年にAldo Bensadounがスタート。ハリウッドセレブ等にも多数愛用され、雑誌やメディアの常連ブランドです。

シューズとバッグ・アクセサリー類をメインに展開しており、「ALDOの靴はオシャレで履きやすい」と評判！

お手頃価格ながらクール系からスウィート系までが揃い、どんな人でもピンとくるアイテムが見つかります。

クオリティーとデザインの両方を兼ね備えた信頼できるブランドです。


【100％正規品保障】
出品している商品は全て海外正規店でのみ買い付けを行っております。
100％正規品です。
バイマの正規品鑑定サービスも御座います。
安心してお買い物をお楽しみ下さいませ。



【お届けについて】
こちらの商品は海外正規取扱店から取り寄せ、お客様の元へお届けします。
注文後、1週間〜2週間前後お時間頂戴しております。
配送事情により納期が遅れる場合がありますので予めご了承下さい。
また、遅延が発生する場合は都度お客様に状況のご連絡をさせて頂きます。
お客様に安心してご購入頂けるようご対応させて頂きます。



【取引に関して】
基本的には在庫確認の上出品しておりますが
買い付け先で品切れ・入荷待ちになる場合も御座います。
納期などご心配な方は購入前にお問い合わせ下さい。
24時間以内に必ず返信させて頂きます。

２点以上当店の商品をまとめてご購入頂ける場合はお値引きを行っております。
２点以上ご購入検討されている場合はお気軽にお問い合わせ下さい！
ディスカウント価格をお知らせいたします！

尚、こちらの商品はアメリカ国内でも人気商品となっておりますので、
お取引中にご希望サイズが売り切れとなってしまった場合は、
ご注文をキャンセルとさせて頂く事が御座いますのでご了承願います。

ご注文を頂いた後の返品交換は一切行っておりませんので（こちらの誤りを除く）
ご不明な点は予めご確認をお願い致します。","3","3","12800","2013-06-25 10:46:56.290","2013-06-25 10:46:56.290","2013-06-25 10:46:56.320","ALDO","アルド","1059133","インポートストアK"
"10275878","☆セール☆ Bottega Veneta Maxi Tote in Nero","ボッテガベネタのトートのご紹介です。
編み込みレザーが素敵なバッグです。





発送までに最大１０日ほどかかることがありますご了承ください。
人気商品のため売り切れの場合はキャンセルになることがあります。","1","1","295000","2013-06-25 10:46:50.173","2013-06-25 10:46:50.173","2013-06-25 10:46:50.213","BOTTEGA VENETA","ボッテガヴェネタ","330398","madam_yuka"
"10275877","ご購入者様限定商品【ホリスター】水着セット","ご購入者様限定、同梱割引のご案内です。
他のお客様はご購入なさいませんよう、お願いいたします。
**********************************************

以下より、ご希望の同梱特典をお選びください。

発送方法A
　<１>8450円 から1000円引き
　　　トップスXS＋お写真5のボトムスXS（又はセットのボトムスS）の2点セット。

発送方法B
　<２>トップス1点＋ボトムス2点の3点セットに変更（8450円のまま）
　　　トップスXS＋セットのボトムスS＋お写真5のボトムスXSの3点セットです。


ホリスター（Hollister Co.）から、
トップスのラッフルフリルがキュート&#9825;
ビキニセットです。


お写真２〜４は、通常セットのトップス、ボトムスとなります。
お写真５は、別デザインのボトムスとなります。


・ホリスターの商品には、ホリスター店舗で使用されている香水の香りが残っている場合がございます。
　気になる方はご購入をお控えください。


<補足>
_____________________________________________________________
☆在庫確認は不要です☆
_____________________________________________________________

・お取り寄せに時間がかかる場合がございますので
　お時間には余裕をもってご発注くださいますようお願いいたします
・お写真は撮影時の状況により、実物と色味が多少違いある場合がございますので、 ご了承ください
・ご注文いただいた後に手配を開始いたします
　売り切れの場合はキャンセルとさせていただきますのでご容赦ください
　（在庫確認なくご注文頂き、商品が売り切れの場合、お客様都合でのキャンセルとさせて頂きます）
・お客様のご都合によるキャンセル・交換・返品はご遠慮ください
・稀に通関時に関税がかかる場合がありますが、その際はバイマ規定に従います
・関税検査で開封されることが稀にございますため、ラッピングのリクエストはお受け致しかねます
・開封や関税発生の有無は、バイヤーのコントロールできない事項ですためご了承ください

_____________________________________________________________
・その他、「お取引について」ページをご確認の上、ご注文くださいますようお願い致します
_____________________________________________________________

++++++++++++++++++++++++++++++++++
ビーチ、水着、","1","1","7450","2013-06-25 10:46:49.753","2013-06-25 10:46:49.753","2013-06-25 10:46:49.840","Hollister Co.","ホリスター","1181572","cya-mame8"
"10275875","憧れのマノロブラニク！Ensati パンプス Black","送料・関税すべて込み！2013SSサマーセール中！
世界中の女性が憧れる高級シューズブランド　Manolo Blahnik（マノロブラニク）　からの出品です！

マノロブラニクの靴は、セレブや芸能人が好んで着用することで知られています。
そのため、新商品が発売されると注文が殺到し、欲しいサイズを手に入れられないといったことも多いようです。

また、セール期間中は在庫の変動も激しく、一度売り切れてしまうと再入荷の見通しはありません。
早い者勝ちです！是非、この機会にお求め下さい！

スリムヒールがエレガントです。
アンクルカフが付いています。
オールラウンドなパンプスです。

※ご注文の確定からお届けまでには、通常２週間前後のお時間を頂いております。
※こちらの商品は国内発送です。輸入関税等による追加の請求はございません。安心してお待ちください。

───取り扱い商品について───

・100%正規品のみ取り扱います。コピー品、粗悪品、レプリカ等は一切販売しません。

・海外の品質基準は日本と異なり、多少ゆるめとなっています。予めご了承ください。

───ご注文とお届けについて───

・ご注文確定と同時に買付を行いますが、仕入れ先の在庫切れ等でキャンセルさせて頂く場合も御座います。

・在庫状況は日々変化致しますので、ご注文を頂く直前に在庫確認のご連絡を頂けますとお取引がスムーズです。

・海外からの輸入となりますので、予期せぬトラブルにより荷物の到着が遅れる可能性が御座います。

───その他の注意事項について───

・お取引の性質上、ご注文確定後のお客様都合でのキャンセル・交換・返品はお受けできかねます。

・表示金額はすべて込みのお値段です。海外からの直接のお届けで関税が発生した場合でもその全額を返金致します。

・海外からの輸送となりますので、付属箱等にスレ・傷・汚れ等がある場合がございます。

・商品の色味はお使いのデバイス環境や商品の撮影状況によって若干異なる場合が御座います。

・その他「お取引について」も必ずご覧ください。

他にも
梨花　風間ゆみえ　辺見えみり　紗栄子　美香　平子理沙　鈴木えみ　ヨンア　道端ジェシカ
吉川ひなの　舞川あいく　押切もえ　ローラ　神田うの　さん愛用品や、
iphone5 iphone 韓国 キーケース ポーチ 水着 財布 ワンピース リュック トレンチコート サングラス
ドレス iPad クラッチ レインブーツ 手帳 ストール スプリングコート スニーカー 長財布 クラッチバッグ
ピアス トートバッグ ブーツ ipad mini ダッフィー バッグ カーディガン カードケース　など取り扱っています。
685400
","2","2","126400","2013-06-25 10:46:36.700","2013-06-25 10:46:36.700","2013-06-25 10:46:36.470","Manolo Blahnik","マノロブラニク","1248907","FayeFaye"
"10208587","セレブ★モデル愛用★オークリー★サングラス","58421197オークリー Oakley A フレーム - グレッチェン ブレイラー ホワイト / ピンク サングラス       スタイル : Goggle フレーム素材: プラスチック レンズ素材: ポリカーボネート ケースタイプ: pouch ■ブランド説明■ 1975年に設立された、米国カリフォルニア州に本社を構えるスポーツ＆ライフスタイルブランド。「あらゆる状況下においてどのように眼を守るか？」を第一に考えて技術開発を行ってきた企業姿勢は、全世界で約600の特許取得という技術を生み出し、アイウェア業界のリーダ的存在となっている。あらゆるスポーツジャンルにおいて一流選手の使用実績がそのクオリティーの高さを証明している。



☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★
　商品ページにお越し頂きまして誠にありがとうございます。

　ご注文後、海外へ商品をお手配させて頂きます。
ご注文後の商品売り切れによるキャンセルを防ぐためにも、
事前に在庫の有無をお問合せ頂けますと幸いでございます。

〜商品のお届けまでの流れ〜
ご注文後海外へお手配を行わせて頂きます。
海外から国内へ到着後、国内にて検品を行いお客様のお手元へお届けさせて頂きます。
国内発送でございますので、関税など追加で料金が必要になることはございませんのでご安心下さいませ。
　ご注文完了後、
通常1２日〜1８日以内にお手元へお届けさせて頂きます。

海外正規店へのお手配でございますので、100% 本物の商品でございます。
ご安心してお買い物を行って頂ければと思います。

商品に関するご質問、お問合せもお気軽にご連絡下さいませ。

商品に不安がございます場合は、BUYMA鑑定サービスをご利用下さいませ。
☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★
","3","3","21500","2013-06-25 10:46:32.883","2013-06-17 14:50:49.720","2013-06-25 10:46:32.887","OAKLEY","オークリー","1536134","in CELEB"
"10275874","【国内送】Marc☆Neoprene Reluctant Stars コスメポーチ","Marc☆Neoprene Reluctant Stars コスメポーチ。


安心の国内発送なので配達のトラブルや関税の心配がありません。



受注確定後に商品を発注させていただきますので、完売の際はご注文をキャンセルさせていただくことがございます。
あらかじめご了承ください。

商品発送（お取り寄せ）に１週間〜２週間半お日にちを頂戴しております。



■ご購入にあたって

※商品はご注文確定後の確保となりますので、場合によっては購入時に在庫切れの場合もございます。あらかじめご了承ください。

※発送完了まで誠心誠意をもって対応してまいりますのでよろしくお願いいたします。
郵便事情などの遅れにより、２週間以内に発送できない場合、延長申請をさせていただきます。あらかじめご了承下さい。

※写真と実物で多少色が異なって見えることもございますが、ご了承くださいませ。

※インポート製品の為、縫製が雑だったり、糸のほつれなどがある場合がございます。
これらは全て不良品ではない為、返品は固くお断りいたします。
あらかじめご了承の上、ご購入いただきますようお願いいたします。

※商品が届き次第、こちらで一度検品させていただき、クロネコヤマトで国内発送いたします。

※海外発注のため、返品・交換はご遠慮願います。

※インポート製品になりますので、製品工程上や素材の性質上、または輸入に際しまして、小さな傷や汚れ、外箱の破損、どうしても起こってしまうことがございます。これらはメーカー側でも返品の対象とならない為、また、不良品ではございませんので、返品・交換は受けかねます。ご了承の上ご購入いただきますようお願いいたします。

※ご注文確定後（振込の場合は入金後）のキャンセルはお受け致しませんので、ご了承下さい。

※その他、ご購入前にご不明な点がございましたらご遠慮なくお問い合わせください。","2","2","7800","2013-06-25 10:46:14.247","2013-06-25 10:46:14.247","2013-06-25 10:46:52.530","Marc by Marc Jacobs","マークバイマークジェイコブス","447852","sea-world"
"10275873","大人気TOMS★Lilac Faded Tropical Youth Cordones トロピカル","TOMSから大人気のKIDSシューズです！！

1足の靴が購入されるたびに、靴を必要とする開発途上国の子どもたちに新しい1足の靴を贈る─そんな""One for One""活動を軸に、洗練されたカジュアルシューズを提案しているブランド、TOMS(トムス)。

大人気のトロピカルシリーズは今年の夏絶対におさえておきたいマストアイテムです！！

セレブキッズも愛用！！


完売前に是非ご注文ください。

★人気商品の為、ご注文の前に在庫の確認を宜しくお願いします。

&hearts;ご注文後の買い付けとなります。

&hearts;出品していないものでも、ご希望がありましたらお知らせください。

&hearts;海外（ロサンゼルス）からの発送になりますので、返品返金は、一切受け付けませんのでご了承下さい。
又、配送過程での、紛失損害につきましては、一切保障ができません事もご了承くださいませ。","5","5","9000","2013-06-25 10:46:12.667","2013-06-25 10:46:12.667","2013-06-25 10:46:12.710","TOMS","トムス","344441","happylifetime"
"10275872","Jordan Son of Mars Low - Men's","歴代の""エアジョーダン(AIR JORDAN)""シリーズをミックスして、再構築した""サン オブ マーズ(SON OF MARS)""のローカットモデルがスタンバイ！
映画監督の""スパイク・リー(SPIKE LEE)""が手掛けた""スパイジーク(SPIZ'IKE)""の後継モデルとして誕生した""サン オブ マーズ""。今回はパーツ構成を大幅に変更した、ローカットモデルが登場する。アッパーデザインはAJ3とAJ6を組み合わせ、シュータンにAJ5、ヒールタブとアウトソールはAJ4のパーツから継承している。エアジョーダンらしいシルエットを残しつつ、新たな魅力を引き出したフュージョンモデルとなっている。

ご注文のあとに買い付けますので
発送までにお時間をいただく場合がございます！

海外の製品は検品の基準が甘く、場合によっては箱の潰れ若干の傷やほつれ、プリントのむらなどが生じている事があります。

完売の場合はご了承ください。

★お取引に関して★
◎出品している商品は、直営店,正規品取り扱いセレクトショップなどから仕入れております。全て正規品です。正規品のみを取り扱っておりますので、商品が本物かどうかと言うご質問などは、ご遠慮願います。

◎ご注文確定後（振込の場合は入金後）は、いかなる理由であってもキャンセルはお受け致しませんので、ご了承下さい（お客様のご都合により入金が出来ない場合は、バイマ事務局より自動的に強制キャンセルとなります）。

◎海外からの発送となる為、輸送中における商品紛失、破損、関税等は一切負いかねます。保険・追跡無しでの発送の場合、紛失や損傷等のトラブルがありましても返金できませんので、ご了承下さい。補償対象である追跡便をお勧め致します。

◎殆ど関税が発生する事はございませんが、稀に関税が掛かってしまった場合は、規定通りお客様のご負担となります。バイマの規定を一読される事をお勧め致します。

◎尚、商品を受け取った後、イメージが違った、サイズが違った、合わない、気が変わったなどの理由（お客様のご都合）による返品・交換は、対応致しておりませんので、ご了承願います.
","2","2","28000","2013-06-25 10:46:12.187","2013-06-25 10:46:12.187","2013-06-25 10:46:12.233","Nike","ナイキ","1546487","LA style21"
